,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Fluent languages,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
183,67c8056fdfb8b379e053200d,665f23fcab11c11fb972a667,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:59.108000Z,2025-03-05T08:10:20.927000Z,,2025-03-05T08:10:21.895608Z,382.0,NOCODE,31,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,20,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:04:04,2025-03-05 03:08:40,IP Address,102.66.195.136,100,275,True,2025-03-05 03:08:40,R_8rP25UvUKkNYrGS,,,,,-26.2332,28.3644,anonymous,ZH-T,665f23fcab11c11fb972a667,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,definitely increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,665f23fcab11c11fb972a667
184,67c80577ef18c5a456771881,6751c71bc19d9882a3c2e95a,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:07.085000Z,2025-03-05T08:11:46.447000Z,,2025-03-05T08:11:47.058301Z,460.0,NOCODE,119,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, French, German",Yes. Both public and private,39,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:43,2025-03-05 03:10:31,IP Address,102.132.237.170,100,348,True,2025-03-05 03:10:32,R_8RdvvWCnCKQBFJ3,,,,,-26.2309,28.0583,anonymous,ZH-T,6751c71bc19d9882a3c2e95a,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,may increase,remain the same,may increase,may increase,remain the same,very likely to increase,remain the same,very likely to increase,very likely to increase,definitely increase,may increase,very likely to increase,remain the same,may increase,6751c71bc19d9882a3c2e95a
185,67c80579218b514a3ba8a956,612d86a981a81014cd1cb48f,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:19.118000Z,2025-03-05T08:20:04.464000Z,,2025-03-05T08:20:05.022682Z,946.0,NOCODE,713,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:04:22,2025-03-05 03:18:54,IP Address,41.76.96.194,100,871,True,2025-03-05 03:18:54,R_2bUIcfLPfGo4byl,,,,,-26.2309,28.0583,anonymous,ZH-T,612d86a981a81014cd1cb48f,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,definitely increase,remain the same,may increase,remain the same,remain the same,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,remain the same,very likely to increase,612d86a981a81014cd1cb48f
186,67c8057aa9231a1b46f0ea04,6776b99a8215d150863a71b4,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:10.307000Z,2025-03-05T08:08:35.593000Z,,2025-03-05T08:08:36.360107Z,266.0,NOCODE,30,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Chinese, English, Greek, French, Italian, Japanese, Korean, Spanish",Yes. Both public and private,42,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:13,2025-03-05 03:07:38,IP Address,41.50.16.89,100,204,True,2025-03-05 03:07:39,R_2M8nQnt33lbbUMp,,,,,-26.2309,28.0583,anonymous,ZH-T,6776b99a8215d150863a71b4,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,may increase,may decrease,very likely to increase,very likely to increase,may increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to decrease,may decrease,6776b99a8215d150863a71b4
187,67c8057cf567292cf7c8869e,666d92377e3607bbf08ce90f,AWAITING REVIEW,Not Applicable,2025-03-05T08:06:21.206000Z,2025-03-05T08:13:59.025000Z,,2025-03-05T08:13:59.680885Z,458.0,NOCODE,227,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Other",Yes. Both public and private,24,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:06:32,2025-03-05 03:13:32,IP Address,41.13.68.241,100,420,True,2025-03-05 03:13:33,R_2dEAkWBKkzu2hK5,,,,,-25.757,28.1443,anonymous,ZH-T,666d92377e3607bbf08ce90f,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,666d92377e3607bbf08ce90f
188,67c8058647b4a89dc312ad9c,61685478a9bd5239a9438f66,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:42.010000Z,2025-03-05T08:10:11.250000Z,,2025-03-05T08:10:11.828786Z,330.0,NOCODE,383,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,35,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:47,2025-03-05 03:09:40,IP Address,41.221.8.180,100,293,True,2025-03-05 03:09:41,R_21B5PauoPdQrwby,,,,,-25.9766,28.1144,anonymous,ZH-T,61685478a9bd5239a9438f66,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,may increase,very likely to decrease,very likely to decrease,definitely decrease,remain the same,very likely to increase,may increase,may increase,remain the same,definitely increase,may decrease,remain the same,very likely to increase,definitely decrease,may decrease,61685478a9bd5239a9438f66
189,67c8058840c3ba36309e41c2,6733977fbb51c43f2e9834cd,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:24.697000Z,2025-03-05T08:24:55.246000Z,,2025-03-05T08:24:55.816158Z,1231.0,NOCODE,100,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Other",Yes. Both public and private,31,Male,Mixed,South Africa,South Africa,South Africa,Afrikaans,Yes,Full-Time,2025-03-05 03:07:24,2025-03-05 03:16:10,IP Address,165.16.187.159,100,526,True,2025-03-05 03:16:11,R_2Nb8IBs7zVs2NZf,,,,,-26.2309,28.0583,anonymous,ZH-T,6733977fbb51c43f2e9834cd,strongly believe,graduate school (postgraduate),Once a few months,Yes,remain the same,remain the same,may decrease,remain the same,remain the same,remain the same,may increase,remain the same,remain the same,may increase,remain the same,remain the same,remain the same,may increase,may decrease,may increase,6733977fbb51c43f2e9834cd
190,67c805894b813470ecdee854,60c9c994c019ca2e1836e7d7,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:25.181000Z,2025-03-05T08:10:19.055000Z,,2025-03-05T08:10:19.657539Z,354.0,NOCODE,582,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,56,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:05:34,2025-03-05 03:10:00,IP Address,160.226.164.79,100,265,True,2025-03-05 03:10:00,R_2nIBSBsMIxhstHw,,,,,-23.8287,30.1672,anonymous,ZH-T,60c9c994c019ca2e1836e7d7,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,may increase,remain the same,may increase,remain the same,remain the same,may increase,may increase,remain the same,remain the same,may increase,may increase,remain the same,remain the same,may increase,may increase,60c9c994c019ca2e1836e7d7
191,67c8058ae88cd643ea5326ae,6744a32d359d167f78387f46,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:26.455000Z,2025-03-05T08:12:45.972000Z,,2025-03-05T08:12:46.520968Z,500.0,NOCODE,55,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Chinese, English, French, German, Greek, Italian, Russian, Romanian, Portuguese, Spanish",Yes. Both public and private,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:07:40,2025-03-05 03:12:12,IP Address,41.115.12.16,100,272,True,2025-03-05 03:12:13,R_8c8Ctqzx7OAYhou,,,,,-29.8553,31.0428,anonymous,ZH-T,6744a32d359d167f78387f46,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,may increase,remain the same,remain the same,remain the same,may increase,may increase,may increase,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,,remain the same,stay the same,6744a32d359d167f78387f46
192,67c8058d55ff167162dd056c,66d7095ab1d3e9fc57d0ed98,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:29.384000Z,2025-03-05T08:15:53.337000Z,,2025-03-05T08:15:54.039442Z,684.0,NOCODE,68,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:35,2025-03-05 03:15:20,IP Address,41.144.0.253,100,645,True,2025-03-05 03:15:21,R_8KJGjTvikyQg6M8,,,,,-29.8553,31.0428,anonymous,ZH-T,66d7095ab1d3e9fc57d0ed98,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,definitely increase,very likely to decrease,very likely to increase,may decrease,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,very likely to decrease,definitely increase,66d7095ab1d3e9fc57d0ed98
193,67c80592f0fcdc208085bf79,6731fd49cb5d1b254feacf29,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:34.679000Z,2025-03-05T08:13:25.391000Z,,2025-03-05T08:13:26.449468Z,531.0,NOCODE,118,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Dutch, German, Greek, English, Norwegian, Romanian, Albanian, Danish, Esperanto, Finnish",Yes. Both public and private,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),2025-03-05 03:04:49,2025-03-05 03:11:54,IP Address,105.0.2.118,100,425,True,2025-03-05 03:11:54,R_2y4p60RPdqiSRKd,,,,,-26.1917,28.0523,anonymous,ZH-T,6731fd49cb5d1b254feacf29,strongly believe,undergraduate (college/University),Once a month,Yes,remain the same,remain the same,may decrease,very likely to increase,may decrease,remain the same,definitely increase,definitely increase,may decrease,may increase,may increase,definitely increase,remain the same,very likely to increase,may decrease,may increase,6731fd49cb5d1b254feacf29
194,67c805985ec59e5371a91985,6708e405424678d90434ac89,AWAITING REVIEW,Not Applicable,2025-03-05T08:06:56.055000Z,2025-03-05T08:13:50.789000Z,,2025-03-05T08:13:51.403597Z,415.0,NOCODE,297,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,34,Male,Black,Sierra Leone,United Kingdom,Sierra Leone,English,No,Full-Time,2025-03-05 03:06:59,2025-03-05 03:13:32,IP Address,216.120.189.235,100,393,True,2025-03-05 03:13:33,R_2ls3ucPclSEw6Dh,,,,,51.5081,-0.1278,anonymous,ZH-T,6708e405424678d90434ac89,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,remain the same,remain the same,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,very likely to increase,very likely to increase,remain the same,very likely to increase,6708e405424678d90434ac89
195,67c805995157dc91df785f39,671a442156d47b923c0c4f7a,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:41.013000Z,2025-03-05T08:15:06.417000Z,,2025-03-05T08:15:07.102245Z,626.0,NOCODE,110,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Burmese, Catalan, Chinese, Danish, Dutch, English, Finnish, Greek, Italian, Japanese, Korean, Russian, Mandarin, Other, Swedish",Yes. Both public and private,19,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-05 03:06:25,2025-03-05 03:14:23,IP Address,41.145.194.175,100,478,True,2025-03-05 03:14:24,R_8CiSGkZAxrzzC3n,,,,,-26.2309,28.0583,anonymous,ZH-T,671a442156d47b923c0c4f7a,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,very likely to increase,may decrease,very likely to increase,remain the same,may increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,remain the same,definitely increase,very likely to increase,very likely to increase,671a442156d47b923c0c4f7a
196,67c8059d84d4a0679ed32b4c,609fba4900794b6d944da77e,AWAITING REVIEW,Not Applicable,2025-03-05T08:05:58.050000Z,2025-03-05T08:19:21.411000Z,,2025-03-05T08:19:22.107296Z,804.0,NOCODE,329,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,25,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time,2025-03-05 03:06:04,2025-03-05 03:19:06,IP Address,196.41.217.55,100,782,True,2025-03-05 03:19:07,R_2Ena1eBg2EAahBP,,,,,-26.2309,28.0583,anonymous,ZH-T,609fba4900794b6d944da77e,strongly believe,graduate school (postgraduate),Once a week,Yes,may increase,definitely increase,remain the same,definitely increase,remain the same,definitely increase,very likely to increase,remain the same,definitely increase,may increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,definitely increase,609fba4900794b6d944da77e
197,67c8059da1181f0dbefab991,678697d5ef20116af62c5b8c,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:45.895000Z,2025-03-05T08:14:26.980000Z,,2025-03-05T08:14:27.645897Z,582.0,NOCODE,55,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Dutch, English, French, German, Greek, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Spanish, Swedish, Swahili, Mandarin, Danish, Chinese",Yes. Both public and private,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:05:33,2025-03-05 03:14:13,IP Address,102.69.193.228,100,519,True,2025-03-05 03:14:14,R_2rrLd6s1ThqGvHX,,,,,-26.2309,28.0583,anonymous,ZH-T,678697d5ef20116af62c5b8c,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,definitely increase,remain the same,very likely to increase,remain the same,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,678697d5ef20116af62c5b8c
198,67c805a16146582a5a3a9588,67826c0cd5858c9d420da7ff,AWAITING REVIEW,Not Applicable,2025-03-05T08:05:17.499000Z,2025-03-05T08:13:43.521000Z,,2025-03-05T08:13:44.170653Z,507.0,NOCODE,82,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,22,Male,Black,Kenya,United Kingdom,United Kingdom,English,No,Full-Time,2025-03-05 03:05:43,2025-03-05 03:11:57,IP Address,84.55.12.200,100,373,True,2025-03-05 03:11:58,R_8n7N6Sht4QhnRka,,,,,53.4809,-2.2374,anonymous,ZH-T,67826c0cd5858c9d420da7ff,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,67826c0cd5858c9d420da7ff
199,67c805a16a648f6488034a27,66d1dc29f2a2d4295bcf093a,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:49.421000Z,2025-03-05T08:11:04.671000Z,,2025-03-05T08:11:05.449148Z,376.0,NOCODE,137,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Dutch, Finnish, German, Malayalam, Mandarin, Turkish, Spanish, Swedish, Russian, Portuguese, Polish, Norwegian, Romanian, Korean, Japanese, Italian, Icelandic, Hindi, Hebrew, Greek, French, Danish, Chinese, Czech, Bulgarian, Afrikaans, Albanian, Arabic",Yes. Both public and private,75,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:55,2025-03-05 03:09:57,IP Address,41.145.209.69,100,302,True,2025-03-05 03:09:58,R_2OjBYf0KtoCyaXJ,,,,,-25.757,28.1443,anonymous,ZH-T,66d1dc29f2a2d4295bcf093a,somewhat believe,graduate school (postgraduate),Daily or more,Yes,may increase,very likely to increase,remain the same,may decrease,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,may decrease,66d1dc29f2a2d4295bcf093a
